Lp.;NrPociągu;Pojazd 1;Unnamed: 3;Pojazd 2;Unnamed: 5;Stacja;Przyjazd;Odjazd;Łącznie;Unnamed: 10;Liczba osób;Drzwi pojazd 1;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37;Unnamed: 38;Unnamed: 39;Unnamed: 40;Unnamed: 41;Unnamed: 42;Unnamed: 43
;;Nazwa;Błąd bramek;Nazwa;Błąd bramek;;;;In;Out;;Drzwi: 1;;Drzwi: 2;;Drzwi: 3;;Drzwi: 4;;Drzwi: 5;;Drzwi: 6;;Drzwi: 7;;Drzwi: 8;;Drzwi: 9;;Drzwi: 10;;Drzwi: 11;;Drzwi: 12;;Drzwi: 13;;Drzwi: 14;;Drzwi: 15;;Drzwi: 16;
;;;;;;;;;;;;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out
4; ;EN57AL-204;---;---;---;Antoniówka;1.07.2026 13:14;1.07.2026 13:15;1;2;20;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;---;---;---;---;---;---;---;---
5; ;EN57AL-204;---;---;---;Groszowice Wrzosów;1.07.2026 13:16;1.07.2026 13:17;3;2;21;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;---;---;---;---;---;---;---;---
6; ;EN57AL-204;---;---;---;Jedlnia-Letnisko;1.07.2026 13:19;1.07.2026 13:19;0;7;14;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1;---;---;---;---;---;---;---;---
7; ;EN57AL-204;---;---;---;Jedlnia Kościelna;1.07.2026 13:23;1.07.2026 13:24;0;1;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
8; ;EN57AL-204;---;---;---;Jedlnia Kościelna;1.07.2026 13:24;1.07.2026 13:24;1;1;13;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
9; ;EN57AL-204;---;---;---;Pionki Zachodnie;1.07.2026 13:26;1.07.2026 13:27;8;14;7;2;1;0;0;3;0;0;0;0;2;0;0;0;8;0;0;0;3;0;0;3;0;0;0;---;---;---;---;---;---;---;---
10; ;EN57AL-204;---;---;---;Pionki;1.07.2026 13:28;1.07.2026 13:30;1;5;3;0;0;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;---;---;---;---;---;---;---;---
11; ;EN57AL-204;---;---;---;Żytkowice;1.07.2026 13:34;1.07.2026 13:34;1;3;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
12; ;EN57AL-204;---;---;---;Garbatka-Letnisko;1.07.2026 13:38;1.07.2026 13:38;0;7;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;---;---;---;---;---;---;---;---
13; ;EN57AL-204;---;---;---;Bąkowiec;1.07.2026 13:43;1.07.2026 13:43;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;---;---;---;---;---;---;---;---
14; ;EN57AL-204;---;---;---;Zajezierze koło Dęblina;1.07.2026 13:48;1.07.2026 13:49;2;3;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
15; ;EN57AL-204;---;---;---;Dęblin;1.07.2026 13:55;--;0;0;--;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
Suma:;;;;;;;;;51;56;;8;6;7;8;4;6;3;2;0;3;9;6;0;8;0;0;0;6;7;8;5;1;8;2;---;---;---;---;---;---;---;---
1;29365;EN57AL-1652;---;---;---;Dęblin;--;1.07.2026 13:23;16;6;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;12;6;0;0;---;---;---;---;---;---;---;---
2; ;EN57AL-1652;---;---;---;Zajezierze koło Dęblina;1.07.2026 13:29;1.07.2026 13:29;3;0;13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;---;---;---;---;---;---;---;---
3; ;EN57AL-1652;---;---;---;Bąkowiec;1.07.2026 13:34;1.07.2026 13:35;1;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;---;---;---;---;---;---;---;---
4; ;EN57AL-1652;---;---;---;Garbatka-Letnisko;1.07.2026 13:40;1.07.2026 13:40;7;3;17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;---;---;---;---;---;---;---;---
5; ;EN57AL-1652;---;---;---;Żytkowice;1.07.2026 13:45;1.07.2026 13:45;3;0;20;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
6; ;EN57AL-1652;---;---;---;Pionki;1.07.2026 13:51;1.07.2026 13:52;11;4;27;0;0;0;0;3;0;0;0;1;0;0;0;1;1;0;0;5;3;0;0;1;0;0;0;---;---;---;---;---;---;---;---
7; ;EN57AL-1652;---;---;---;Pionki Zachodnie;1.07.2026 13:53;1.07.2026 13:54;9;4;32;0;0;0;2;0;0;1;0;0;0;4;0;0;0;2;2;0;0;0;0;0;0;2;0;---;---;---;---;---;---;---;---
8; ;EN57AL-1652;---;---;---;Jedlnia Kościelna;1.07.2026 13:56;1.07.2026 13:57;1;1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
9; ;EN57AL-1652;---;---;---;Jedlnia-Letnisko;1.07.2026 14:02;1.07.2026 14:02;7;5;34;0;0;0;0;3;0;0;0;2;3;0;0;0;0;0;0;1;0;0;0;1;2;0;0;---;---;---;---;---;---;---;---
10; ;EN57AL-1652;---;---;---;Groszowice Wrzosów;1.07.2026 14:04;1.07.2026 14:05;2;1;35;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;---;---;---;---;---;---;---;---
11; ;EN57AL-1652;---;---;---;Antoniówka;1.07.2026 14:07;1.07.2026 14:07;1;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
12; ;EN57AL-1652;---;---;---;Rajec Poduchowny;1.07.2026 14:09;1.07.2026 14:10;5;0;40;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;---;---;---;---;---;---;---;---
13; ;EN57AL-1652;---;---;---;Radom Wschodni;1.07.2026 14:14;1.07.2026 14:15;1;3;38;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;---;---;---;---;---;---;---;---
14; ;EN57AL-1652;---;---;---;Radom Główny;1.07.2026 14:18;--;0;38;--;0;0;0;1;0;0;0;3;0;0;0;7;0;0;0;10;0;0;0;11;0;0;0;6;---;---;---;---;---;---;---;---
Suma:;;;;;;;;;67;67;;0;0;0;3;7;1;3;4;5;3;5;7;3;1;4;14;16;6;4;11;15;11;5;6;---;---;---;---;---;---;---;---
1;21632/3;EN57AL-1736;---;---;---;Radom Główny;--;1.07.2026 13:25;11;11;0;0;0;0;0;2;0;0;0;4;7;0;0;4;4;0;0;2;4;0;0;10;14;0;0;---;---;---;---;---;---;---;---
2; ;EN57AL-1736;---;---;---;Radom Gołębiów;1.07.2026 13:30;1.07.2026 13:31;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;4;0;0;---;---;---;---;---;---;---;---
3; ;EN57AL-1736;---;---;---;Radom Północny;1.07.2026 13:32;1.07.2026 13:32;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;---;---;---;---;---;---;---;---
4; ;EN57AL-1736;---;---;---;Radom Stara Wola;1.07.2026 13:34;1.07.2026 13:35;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;---;---;---;---;---;---;---;---
5; ;EN57AL-1736;---;---;---;Lesiów;1.07.2026 13:38;1.07.2026 13:39;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;4;0;0;0;0;0;---;---;---;---;---;---;---;---
6; ;EN57AL-1736;---;---;---;Bartodzieje;1.07.2026 13:42;1.07.2026 13:43;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;---;---;---;---;---;---;---;---
7; ;EN57AL-1736;---;---;---;Wola Bierwiecka;1.07.2026 13:45;1.07.2026 13:45;2;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;4;2;0;0;0;0;---;---;---;---;---;---;---;---
8; ;EN57AL-1736;---;---;---;Wola Bierwiecka;1.07.2026 13:47;1.07.2026 13:47;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;---;---;---;---;---;---;---;---
9; ;EN57AL-1736;---;---;---;Kruszyna;1.07.2026 13:49;1.07.2026 13:49;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;---;---;---;---;---;---;---;---
10; ;EN57AL-1736;---;---;---;Dobieszyn;1.07.2026 13:53;1.07.2026 13:54;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;---;---;---;---;---;---;---;---
11; ;EN57AL-1736;---;---;---;Strzyżyna;1.07.2026 13:58;1.07.2026 13:59;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2;---;---;---;---;---;---;---;---
12; ;EN57AL-1736;---;---;---;Grabów nad Pilicą;1.07.2026 14:03;1.07.2026 14:03;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;---;---;---;---;---;---;---;---
13; ;EN57AL-1736;---;---;---;Warka Miasto;1.07.2026 14:06;1.07.2026 14:07;4;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;6;2;---;---;---;---;---;---;---;---
14; ;EN57AL-1736;---;---;---;Warka;1.07.2026 14:09;1.07.2026 14:10;10;1;7;0;0;2;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;12;2;---;---;---;---;---;---;---;---
15; ;EN57AL-1736;---;---;---;Gośniewice;1.07.2026 14:12;1.07.2026 14:13;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;---;---;---;---;---;---;---;---
16; ;EN57AL-1736;---;---;---;Michalczew;1.07.2026 14:16;1.07.2026 14:16;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;---;---;---;---;---;---;---;---
17; ;EN57AL-1736;---;---;---;Krężel;1.07.2026 14:19;1.07.2026 14:20;3;2;7;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;2;2;---;---;---;---;---;---;---;---
18; ;EN57AL-1736;---;---;---;Chynów;1.07.2026 14:23;1.07.2026 14:28;6;2;11;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;2;0;0;4;0;0;0;2;2;---;---;---;---;---;---;---;---
19; ;EN57AL-1736;---;---;---;Sułkowice;1.07.2026 14:31;1.07.2026 14:32;8;1;18;0;0;2;0;0;0;0;0;0;0;2;0;0;0;4;0;0;0;4;0;0;0;4;2;---;---;---;---;---;---;---;---
20; ;EN57AL-1736;---;---;---;Czachówek Południowy;1.07.2026 14:34;1.07.2026 14:35;6;2;22;0;0;0;2;0;0;0;0;0;0;2;0;0;0;6;0;0;0;2;0;0;0;2;2;---;---;---;---;---;---;---;---
21; ;EN57AL-1736;---;---;---;Czachówek Górny;1.07.2026 14:36;1.07.2026 14:37;4;3;23;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;2;---;---;---;---;---;---;---;---
22; ;EN57AL-1736;---;---;---;Ustanówek;1.07.2026 14:39;1.07.2026 14:40;6;1;28;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;8;2;---;---;---;---;---;---;---;---
23; ;EN57AL-1736;---;---;---;Zalesie Górne;1.07.2026 14:43;1.07.2026 14:44;11;4;35;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;8;0;0;0;10;8;---;---;---;---;---;---;---;---
24; ;EN57AL-1736;---;---;---;Piaseczno;1.07.2026 14:47;1.07.2026 14:48;11;18;28;0;0;6;2;0;0;2;2;0;0;2;4;0;0;2;6;0;0;0;16;0;0;10;6;---;---;---;---;---;---;---;---
25; ;EN57AL-1736;---;---;---;Nowa Iwiczna;1.07.2026 14:51;1.07.2026 14:52;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
26; ;EN57AL-1736;---;---;---;Warszawa Jeziorki;1.07.2026 14:54;1.07.2026 14:54;5;1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;2;2;---;---;---;---;---;---;---;---
27; ;EN57AL-1736;---;---;---;Warszawa Dawidy;1.07.2026 14:56;1.07.2026 14:57;1;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;---;---;---;---;---;---;---;---
28; ;EN57AL-1736;---;---;---;Warszawa Okęcie;1.07.2026 15:00;1.07.2026 15:01;5;1;37;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;6;2;0;0;---;---;---;---;---;---;---;---
29; ;EN57AL-1736;---;---;---;Warszawa Służewiec;1.07.2026 15:03;1.07.2026 15:05;4;17;24;0;0;0;0;0;6;0;0;2;4;0;0;4;8;0;0;2;6;0;0;0;10;0;0;---;---;---;---;---;---;---;---
30; ;EN57AL-1736;---;---;---;Warszawa Żwirki i Wigury;1.07.2026 15:06;1.07.2026 15:07;8;7;25;0;0;4;2;0;0;0;4;0;0;10;0;0;0;0;0;0;0;0;6;0;0;2;2;---;---;---;---;---;---;---;---
31; ;EN57AL-1736;---;---;---;Warszawa Rakowiec;1.07.2026 15:08;1.07.2026 15:09;12;20;17;0;0;0;0;0;0;0;4;0;0;2;6;0;0;2;14;0;0;4;12;0;0;16;4;---;---;---;---;---;---;---;---
32; ;EN57AL-1736;---;---;---;Warszawa Aleje Jerozolimskie;1.07.2026 15:11;1.07.2026 15:12;7;5;19;0;0;0;0;0;2;0;0;6;0;0;0;6;0;0;0;2;8;0;0;0;0;0;0;---;---;---;---;---;---;---;---
33; ;EN57AL-1736;---;---;---;Warszawa Zachodnia;1.07.2026 15:15;1.07.2026 15:16;2;16;5;0;0;0;0;4;4;0;0;0;4;0;0;0;10;0;0;0;14;0;0;0;0;0;0;---;---;---;---;---;---;---;---
34; ;EN57AL-1736;---;---;---;Warszawa Wola;1.07.2026 15:17;1.07.2026 15:18;1;5;1;0;0;0;0;0;2;0;0;0;2;0;0;2;4;0;0;0;0;0;0;0;2;0;0;---;---;---;---;---;---;---;---
35; ;EN57AL-1736;---;---;---;Warszawa Młynów;1.07.2026 15:19;1.07.2026 15:20;2;12;0;0;0;0;4;0;0;2;2;0;0;0;0;0;0;0;14;0;0;0;2;0;0;2;2;---;---;---;---;---;---;---;---
36; ;EN57AL-1736;---;---;---;Warszawa Koło;1.07.2026 15:21;1.07.2026 15:22;1;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;2;2;---;---;---;---;---;---;---;---
37; ;EN57AL-1736;---;---;---;Warszawa Powązki;1.07.2026 15:23;1.07.2026 15:24;5;256;0;0;0;0;0;0;0;0;2;0;0;2;510;0;0;8;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
38; ;EN57AL-1736;---;---;---;Warszawa Gdańska;1.07.2026 15:26;--;0;4;--;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
Suma:;;;;;;;;;153;420;;0;0;20;12;8;18;16;16;12;17;24;528;18;28;42;40;6;32;38;52;24;46;98;54;---;---;---;---;---;---;---;---
1;93560/1;EN57AL-1664;---;---;---;Grodzisk Mazowiecki;--;1.07.2026 13:28;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
2; ;EN57AL-1664;---;---;---;Milanówek;1.07.2026 13:31;1.07.2026 13:32;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
3; ;EN57AL-1664;---;---;---;Brwinów;1.07.2026 13:35;1.07.2026 13:36;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
4; ;EN57AL-1664;---;---;---;Parzniew;1.07.2026 13:38;1.07.2026 13:39;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
5; ;EN57AL-1664;---;---;---;Pruszków;1.07.2026 13:41;1.07.2026 13:42;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
6; ;EN57AL-1664;---;---;---;Piastów;1.07.2026 13:45;1.07.2026 13:45;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
7; ;EN57AL-1664;---;---;---;Warszawa Ursus Niedźwiadek;1.07.2026 13:47;1.07.2026 13:48;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
8; ;EN57AL-1664;---;---;---;Warszawa Ursus;1.07.2026 13:50;1.07.2026 13:50;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
9; ;EN57AL-1664;---;---;---;Warszawa Włochy;1.07.2026 13:52;1.07.2026 13:53;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
10; ;EN57AL-1664;---;---;---;Warszawa Powiśle;1.07.2026 14:08;1.07.2026 14:08;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
11; ;EN57AL-1664;---;---;---;Warszawa Stadion;1.07.2026 14:10;1.07.2026 14:12;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
12; ;EN57AL-1664;---;---;---;Warszawa Wschodnia;1.07.2026 14:13;1.07.2026 14:14;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
13; ;EN57AL-1664;---;---;---;Warszawa Grochów;1.07.2026 14:17;1.07.2026 14:17;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
14; ;EN57AL-1664;---;---;---;Warszawa Olszynka Grochowska;1.07.2026 14:19;1.07.2026 14:20;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
15; ;EN57AL-1664;---;---;---;Warszawa Gocławek;1.07.2026 14:22;1.07.2026 14:23;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
16; ;EN57AL-1664;---;---;---;Warszawa Wawer;1.07.2026 14:25;1.07.2026 14:26;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
17; ;EN57AL-1664;---;---;---;Warszawa Anin;1.07.2026 14:27;1.07.2026 14:28;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
18; ;EN57AL-1664;---;---;---;Warszawa Międzylesie;1.07.2026 14:29;1.07.2026 14:30;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
19; ;EN57AL-1664;---;---;---;Otwock Świder;1.07.2026 14:55;1.07.2026 14:55;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
20; ;EN57AL-1664;---;---;---;Otwock;1.07.2026 14:57;1.07.2026 14:58;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
21; ;EN57AL-1664;---;---;---;Otwock Śródborów;1.07.2026 15:00;1.07.2026 15:01;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
22; ;EN57AL-1664;---;---;---;Pogorzel Warszawska;1.07.2026 15:03;1.07.2026 15:04;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
23; ;EN57AL-1664;---;---;---;Stara Wieś;1.07.2026 15:06;1.07.2026 15:06;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
24; ;EN57AL-1664;---;---;---;Celestynów;1.07.2026 15:09;1.07.2026 15:10;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
25; ;EN57AL-1664;---;---;---;Kołbiel;1.07.2026 15:13;1.07.2026 15:13;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
26; ;EN57AL-1664;---;---;---;Chrosna;1.07.2026 15:15;1.07.2026 15:15;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
27; ;EN57AL-1664;---;---;---;Zabieżki;1.07.2026 15:18;1.07.2026 15:19;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
28; ;EN57AL-1664;---;---;---;Augustówka;1.07.2026 15:22;--;0;0;--;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
Suma:;;;;;;;;;0;0;;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
1;29414;EN57AL-1610;---;---;---;Skarżysko-Kamienna;--;1.07.2026 13:42;9;2;7;0;0;3;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;---;---;---;---;---;---;---;---
2; ;EN57AL-1610;---;---;---;Lipowe Pole;1.07.2026 13:47;1.07.2026 13:48;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
3; ;EN57AL-1610;---;---;---;Szydłowiec;1.07.2026 13:52;1.07.2026 13:52;1;1;8;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
4; ;EN57AL-1610;---;---;---;Gąsawy Plebańskie;1.07.2026 13:55;1.07.2026 13:55;5;1;12;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
5; ;EN57AL-1610;---;---;---;Jastrząb;1.07.2026 13:58;1.07.2026 13:59;3;4;11;0;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;---;---;---;---;---;---;---;---
6; ;EN57AL-1610;---;---;---;Wola Lipieniecka;1.07.2026 14:01;1.07.2026 14:02;2;1;12;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
7; ;EN57AL-1610;---;---;---;Ruda Wielka;1.07.2026 14:03;1.07.2026 14:04;3;1;14;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
8; ;EN57AL-1610;---;---;---;Dąbrówka Zabłotnia;1.07.2026 14:06;1.07.2026 14:06;1;1;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
9; ;EN57AL-1610;---;---;---;Rożki;1.07.2026 14:10;1.07.2026 14:10;1;1;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
10; ;EN57AL-1610;---;---;---;Radom Południowy;1.07.2026 14:13;--;0;3;--;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
Suma:;;;;;;;;;26;15;;10;8;5;4;0;0;4;2;0;0;0;0;3;0;0;0;0;0;4;0;0;0;0;1;---;---;---;---;---;---;---;---
1;91514;EN57AL-1666;---;---;---;Warszawa Wawer;--;1.07.2026 14:08;271;270;1;23;29;0;0;24;33;26;19;27;45;16;20;29;21;27;14;19;44;32;26;29;7;19;12;---;---;---;---;---;---;---;---
2; ;EN57AL-1666;---;---;---;Warszawa Gocławek;1.07.2026 14:11;1.07.2026 14:12;2;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
3; ;EN57AL-1666;---;---;---;Warszawa Olszynka Grochowska;1.07.2026 14:13;1.07.2026 14:14;3;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;---;---;---;---;---;---;---;---
4; ;EN57AL-1666;---;---;---;Warszawa Grochów;1.07.2026 14:16;1.07.2026 14:16;6;3;8;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;3;0;---;---;---;---;---;---;---;---
5; ;EN57AL-1666;---;---;---;Warszawa Wschodnia;1.07.2026 14:19;1.07.2026 14:20;5;8;5;3;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;2;3;0;0;0;1;0;0;---;---;---;---;---;---;---;---
